,식당명,대표메뉴,주소
768,살몬마켓,연어,서울특별시 관악구 봉천동 972-37
769,군자네,고등어김치찜,서울특별시 마포구 대흥동 337-62
770,드럼통떡볶이,퓨전분식,서울특별시 강동구 길동 412-8
771,청담정스시,회전초밥,서울특별시 강남구 청담동 122-30
772,청담정스시,초밥,서울특별시 강남구 청담동 122-30
773,초량돼지,돼지껍데기,서울특별시 강남구 대치동 996-14
774,시오,삼색야끼도리,서울특별시 서대문구 연희동 190-4
775,원조남산왕돈까스,왕돈가스,서울특별시 중구 예장동 8-53
776,하오,북경오리,서울특별시 강남구 대치동 895 4층
777,새우상회,양념새우,서울특별시 강남구 역삼동 820-2 2층
778,안동참찜닭,찜닭,서울특별시 광진구 자양동 1-17
779,아따맵소,고추장찌개,서울특별시 서초구 서초동 1510-3
780,라화쿵부,마라샹궈,서울특별시 서대문구 창천동 52-6
781,미타우동,우동,서울특별시 송파구 삼전동 3-1
782,핍스에비뉴,브런치,서울특별시 용산구 이태원동 112-2
783,훈남닭발,국물닭발,서울특별시 마포구 서교동 363-24
784,마복림떡뽁이,즉석떡볶이,서울특별시 중구 신당동 292-112
785,사당삼겹살,냉동삼겹살,서울특별시 관악구 남현동 1061-13
786,개화옥등심,한우 불고기 세트,서울특별시 강남구 신사동 574-5
787,서경도락,직화소불고기,서울특별시 강남구 논현동 60
788,이모네폭탄밥,폭탄밥,서울특별시 동작구 노량진동 148-91
789,길거리쌀국수,쌀국수,서울특별시 동작구 노량진동 148-87 2구간
790,마음과마음,오므라이스,서울특별시 용산구 이태원동 557
791,도마,흑돼지샤부샤부,서울특별시 종루구 관훈동 15-1
792,메이탄,양장피,서울특별시 종로구 교남동 50-1
793,만석쌈밥,두부요리,서울특별시 은평구 진관동 278-32
794,그릭슈바인,슈바인학센,서울특별시 강남구 논현동 17
795,먹깨비해물아구찜,꽃게범벅,서울특별시 동대문구 장안동 345-1
796,뉴문한우육회,육회,서울특별시 강남구 논현동 143-2
797,새마을식당,불고기,서울특별시 강남구 논현동 164-12
798,미인삼계탕,삼계탕,서울특별시 강남구 삼성동 159 코엑스 지하2층
799,스시마리,스시오마카세,서울특별시 강남구 신사동 652-11
800,현대북어찜황태전골,북어탕,서울특별시 강남구 역삼동 738-11
801,하노이안,쌀국수,서울특별시 마포구 서교동 408-18
802,면면,라면,서울특별시 서대문구 북가좌동 343-1 2층
803,양재동첫번째찜,조개찜,서울특별시 서초구 양재동 351-8
804,대관령황태마을,황태,서울특별시 은평구 역촌동 70-34
805,뱀부하우스,소고기구이,서울특별시 강남구 역삼동 658-10
806,성우서서갈비,한우 소갈비,서울특별시 마포구 용강동 45-21
807,필경재,한정식,서울특별시 강남구 수서동 739-1
808,프로간장게장,게장,서울특별시 서초구 잠원동 27-1
809,곰바위,곱창,서울특별시 강남구 삼성1동 76-10
810,그란구스또,이탈리아식,서울특별시 강남구 대치동 962-11
811,삼청각한식당,한정식,서울특별시 성북구 성북동 330-115
812,보나세라,이탈리아식,서울특별시 강남구 신사동 650-1
813,비원떡집,떡,서울특별시 종로구 수송동 25-2
814,워킹온더클라우드,유럽식,서울특별시 영등포구 여의도동 60
815,팔레드고몽,프랑스식,서울특별시 강남구 청담동 118-10
816,버드나무집,소고기구이,서울특별시 서초구 서초동 1340-5
817,나폴레옹,베이커리,서울특별시 성북구 성북동1가 35-5
818,주빈커피,커피전문점 #커피 #카페,서울특별시 영등포구 여의도동 36
819,카페뎀셀브즈,디저트,서울특별시 종로구 관철동 5-8
820,을지면옥,냉면,서울특별시 중구 입정동 161
821,라미띠에,프랑스식,서울특별시 강남구 신사동 628-16
822,원강,소고기구이,서울특별시 강남구 논현동 122-18
823,백리향,일반중식,서울특별시 영등포구 여의도동 60
824,하카다분코,라멘,서울특별시 마포구 상수동 93-28
825,테이블34,프랑스식,서울특별시 강남구 삼성동 159-8
826,순라길,홍어,서울특별시 종로구 권농동 148
827,싱카이,일반중식,서울특별시 중구 태평로1가 84
828,필동면옥,냉면,서울특별시 중구 필동3가 1-5
829,봉래헌,한정식,서울특별시 강서구 외발산동 426
830,슈치쿠,일식,서울특별시 영등포구 여의도동 60
831,미피아체,이탈리아식,서울특별시 강남구 청담동 97-22
832,석파랑,한정식,서울특별시 종로구 홍지동 125
833,하동관,곰탕,서울특별시 중구 명동1가 10-4
834,스시효,일식,서울특별시 강남구 청담동 21-16
835,명동돈가스,돈까스,서울특별시 중구 명동1가 59-13
836,대도식당,소고기구이,서울특별시 성동구 홍익동 431
837,한일관,일반한식,서울특별시 강남구 신사동 619-4
838,두레,한정식,서울특별시 종로구 인사동 8-7
839,마포옥,설렁탕,서울특별시 마포구 용강동 50-13
840,평양면옥(논현점),냉면,서울특별시 강남구 논현동 66-2
841,해남천일관,한정식,서울특별시 강남구 역삼동 636-13
842,콘티넨탈,프랑스식,서울특별시 중구 장충동2가 202
843,라세느,뷔페,서울특별시 중구 소공동 1
844,한국의집,한정식,서울특별시 중구 필동2가 80-2
845,팔선,일반중식,서울특별시 중구 장충동2가 202동호로 249
846,무라사키,가이세키,서울특별시 중구 태평로2가 23
847,무궁화,한정식,서울특별시 중구 소공동 1
848,아리아께,일식,서울특별시 중구 장충동2가
849,금룡,광동식중식,서울특별시 광진구 광장동 산21
850,명월관,소갈비,서울특별시 광진구 광장동 21
851,모모야마,일식,서울특별시 중구 소공동 1
852,삼원가든,소갈비,서울특별시 강남구 신사동 623-5
853,남포면옥(논현점),이북음식,서울특별시 강남구 논현동 89-10
854,소호정,칼국수,서울특별시 서초구 양재2동 392-11
855,평안도만두집,만두,서울특별시 종로구 내수동 167
856,뉴만두집,만둣국 #만두국 #만두,서울특별시 강남구 신사동 661-1
857,카카오봄,초콜릿,서울특별시 마포구 서교동 337-16
858,서북면옥,냉면,서울특별시 광진구 구의동 80-47
859,라싸브어,프랑스식,서울특별시 서초구 반포동 90-10
860,비스테까,이탈리아식,서울특별시 용산구 이태원2동 211-33
861,벽제갈비,소갈비,서울특별시 송파구 방이동 205-8
862,리스토란테 에오,이탈리아식,서울특별시 강남구 청담동 96-22
863,우래옥(대치점),냉면,서울특별시 강남구 대치동 983-13
864,양미옥,양곱창,서울특별시 중구 을지로3가 161
865,산하,만둣국,서울특별시 영등포구 여의도동 44-14
866,몰타참치,참치,서울특별시 강남구 대치동 891-46
867,명륜손칼국수,칼국수,서울특별시 종로구 명륜1가 31-23
868,미카야,케이크,서울특별시 마포구 서교동 446-59
869,봉피양 방이점,돼지갈비,서울특별시 송파구 방이동 205-8
870,목란,일반중식,서울특별시 서대문구 연희동 132-28
871,외고집설렁탕,설렁탕,서울특별시 강남구 대치4동 923-22
872,쟈니덤플링,중국만두,서울특별시 용산구 이태원동 130-3
873,김영모과자점(도곡점),베이커리,서울특별시 강남구 도곡동 467-19
874,뚜또베네,이탈리아식,서울특별시 강남구 청담동 118-9
875,투스카니,이탈리아식,서울특별시 중구 태평로2가 23
876,지화자,한정식,서울특별시 종로구 청운동 48
877,오월의종,베이커리,서울특별시 용산구 한남동 737-2
878,역전회관,소불고기,서울특별시 마포구 염리동 173-21
879,품 서울,모던한식,서울특별시 용산구 후암동 358-17
880,와라쿠,일식꼬치,서울특별시 강남구 신사동 525-16
881,르쁘띠푸,디저트카페,서울특별시 마포구 상수동 86-37
882,더파크뷰,뷔페,서울특별시 중구 장충동2가 202
883,커피투어,커피전문점 #카페 #커피,서울특별시 종로구 내수동 110-34
884,시추안하우스,사천식중식,서울특별시 강남구 삼성동 154-11
885,비스트로드욘트빌,프랑스식,서울특별시 강남구 청담동 83-6
886,엘본 더테이블,이탈리아식,서울특별시 강남구 신사동 530-5
887,정식당,뉴코리안,서울특별시 강남구 청담동 83-24
888,가온,모던한식,서울특별시 강남구 신사동 651-27
889,레스쁘아뒤이부,프랑스식,서울특별시 강남구 청담동 90-20
890,메종드조에,베이커리,서울특별시 강남구 청담동 50-7
891,발우공양,사찰요리,서울특별시 종로구 견지동 71
892,루이,중식,서울특별시 중구 태평로1가 61-21
893,대성집,도가니탕,서울특별시 종로구 행촌동 209-36
894,루이쌍끄,프렌치펍,서울특별시 강남구 신사동 657
895,오뗄두스,베이커리,서울특별시 서초구 반포동 93-5
896,듀자미,디저트카페,서울특별시 강남구 신사동 535-9
897,파올로데마리아,이탈리아식,서울특별시 용산구 한남동 657-115
898,합,떡,서울특별시 강남구 청담동 93-3
899,도원,일반중식,서울특별시 중구 태평로2가 23
900,평양면옥,냉면,서울특별시 중구 장충동1가 26-14
901,오젠,일식,서울특별시 강남구 삼성동 114-40
902,피에르가니에르서울,프랑스식,서울특별시 중구 소공동 1
903,수마린,프랑스식,서울특별시 용산구 한남동 31-3
904,파이브익스트랙츠,커피전문점 #커피 #카페,서울특별시 용산구 한남동 736-10
905,스시만,스시,서울특별시 서초구 방배동 1-3
906,도림,일반중식,서울특별시 중구 소공동 1
907,투뿔등심,소고기구이,서울특별시 강남구 논현동 96-14
908,늘푸른정육식당,소고기구이,서울특별시 강남구 논현동 145-14
909,스시조,일식,서울특별시 중구 소공동 87
910,참나무숯불에닭이만나는순간(희래),닭갈비,서울특별시 서초구 양재동 368
911,카사델비노,와인바,서울특별시 강남구 청담동 141-13
912,삐아프,초콜릿,서울특별시 강남구 신사동 523-31
913,엘카페,커피전문점 #커피 #카페,서울특별시 영등포구 양평동5가 2-1
914,테일러커피,커피전문점 #커피 #카페,서울특별시 마포구 서교동 329-15
915,평래옥,초계탕,서울특별시 중구 저동2가 18-1
916,스시타츠,스시,서울특별시 강남구 논현동 8-6
917,보헤미안,커피전문점 #커피 #카페,서울특별시 성북구 안암동5가 15-85
918,진미식당,게장,서울특별시 마포구 공덕동 105-127
919,수정궁,일반중식,서울특별시 도봉구 방학3동 669-3
920,갯바위,생태,서울특별시 관악구 봉천동 876-19
921,성민양꼬치,양꼬치,서울특별시 관악구 봉천동 1602-37
922,스시초희,일식,서울특별시 강남구 신사동 650-6
923,스위츠플래닛,케이크,서울특별시 강남구 논현동 118-1
924,구스테이크528,스테이크,서울특별시 강남구 신사동 528-3
925,기꾸,스시,서울특별시 용산구 이촌동 301-160
926,송강,장어,서울특별시 서초구 방배3동 1002-1
927,슈밍화미코,퓨전일식,서울특별시 강남구 청담동 122-7
928,랩트웬티포,프랑스식,서울특별시 강남구 청담동 89-5
929,커피템플,커피전문점 #커피 #카페,서울특별시 마포구 상암동 1605
930,스파카나폴리,피자,서울특별시 마포구 합정동 413-2
931,마루심,일식장어,서울특별시 서초구 반포동 54-10
932,펠앤콜,아이스크림,서울특별시 마포구 상수동 310-11
933,따뚱,북경오리,서울특별시 서초구 잠원동 6-1
934,류니끄,프랑스식,서울특별시 강남구 신사동 520-1
935,테이블포포,이탈리아식,서울특별시 서초구 반포4동 110-1
936,그린테이블,프랑스식,서울특별시 서초구 방배동 797-9
937,나인스게이트그릴,프랑스식,서울특별시 중구 소공동 87
938,패스트리부띠끄,베이커리,서울특별시 중구 장충동2가 202
939,서궁,일반중식,서울특별시 서초구 반포4동 63-1
940,홍연,중식,서울특별시 중구 소공동 87
941,뀌쏭82,프랑스식,서울특별시 강남구 도곡2동 453-16
942,툭툭누들타이,타이식,서울특별시 마포구 연남동 223-15
943,J.S.가든,일반중식,서울특별시 강남구 논현동 92
944,이치에,일식주점,서울특별시 강남구 신사동 656-7
945,파로그랜드,일반중식,서울특별시 중구 수하동 67
946,커피리브레,커피전문점 #커피 #카페,서울특별시 마포구 연남동 227-15
947,젤라띠젤라띠,아이스크림,서울특별시 마포구 서교동 407-8
948,파씨오네,프랑스식,서울특별시 강남구 신사동 646-23
949,비채나,모던한식,서울특별시 용산구 한남동 740-1
950,이요이요스시,스시,서울특별시 마포구 공덕동 469
951,그릴데미그라스,경양식,서울특별시 종로구 팔판동 128
952,청키면가(무교점),완탕,서울특별시 중구 다동 58-1
953,스시선수,스시,서울특별시 강남구 신사동 651-16
954,파이브브루잉커피,커피전문점 #커피 #카페,서울특별시 마포구 서교동 405-10
955,커피몽타주,커피전문점 #커피 #카페,서울특별시 강동구 성내동 555-5
956,라몽떼,베이커리,서울특별시 광진구 자양동 553-45
957,톡톡,이탈리아식,서울특별시 강남구 신사동 656-6
958,갓포아키,갓포요리,서울특별시 강남구 신사동 647-2
959,퍼블리크,베이커리,서울특별시 마포구 상수동 311-1
960,홀드미커피,커피전문점 #커피 #카페,서울특별시 종로구 도렴동 60
961,소나,디저트,서울특별시 강남구 신사동 520-1
962,헬카페 로스터즈,커피전문점,서울특별시 용산구 보광동 238-43
963,줄리에뜨,디저트,서울특별시 서초구 반포동 577-41
964,쇼쿠,스시,서울특별시 강남구 청담동 12-1
965,수엔190,일반중식,서울특별시 중구 필동1가 30-1
966,두가헌,유럽식,서울특별시 종로구 사간동 109
967,나무사이로,커피전문점,서울특별시 종로구 내자동 196
968,그린마일커피,커피전문점,서울특별시 강남구 논현2동 242-40
969,로리스더프라임립,스테이크,서울특별시 서초구 서초동 1317-23
970,밀갸또,디저트카페,서울특별시 서초구 서초동 1668-16
971,이파리,한식주점,서울특별시 서대문구 연희동 193-16
972,스와니예,퓨전프랑스식,서울특별시 서초구 반포동 549-17
973,우동 카덴,우동,서울특별시 마포구 서교동 391-5
974,스시코우지,스시,서울특별시 강남구 청담동 1-1
975,스타쉐프바이김후남,퓨전,서울특별시 송파구 방이동 183-6
976,정인면옥,냉면,서울특별시 영등포구 여의도동 13-1
977,리틀앤머치,디저트카페,서울특별시 강남구 삼성동 10-8
978,부자피자 1호점,피자,서울특별시 용산구 한남동 743-33
979,밍글스,뉴코리안,서울특별시 강남구 논현동 94-9
980,화해당,게장,서울특별시 영등포구 여의도동 13-21
981,프릳츠,커피전문점 #커피 #카페,서울특별시 마포구 도화동 179-9
982,마얘,디저트카페,서울특별시 서초구 반포동 106-6
983,토속촌삼계탕,삼계탕,서울특별시 종로구 체부동 85-1
984,코지마,스시,서울특별시 강남구 청담동 89-17
985,다이닝인스페이스,프랑스식,서울특별시 종로구 원서동 219
986,오프레,프랑스식,서울특별시 서초구 서초3동 1451-86
987,꺄브뒤꼬숑,프랑스식,서울특별시 강남구 신사동 651-9
988,진진,중식,서울특별시 마포구 서교동 469-67
989,수퍼판,가정식,서울특별시 용산구 이촌1동 302-64
990,이십사절기,모던한식,서울특별시 강남구 신사동 589-17
991,울프강 스테이크하우스,스테이크,서울특별시 강남구 청담동 89-6
992,고메트리,프랑스식,서울특별시 성동구 금호동4가 235
993,메종엠오,디저트,서울특별시 서초구 방배동 876-41
994,옹느세자메,디저트,서울특별시 용산구 한남동 684-101
995,권숙수,뉴코리안,서울특별시 강남구 신사동 643-18
996,폴앤폴리나,베이커리,서울특별시 마포구 서교동 343-11
997,펠트,카페,서울특별시 마포구 창전동 2-47
998,라연,한정식,서울특별시 중구 장충동2가 202
999,로칸다몽로,이탈리아식,서울특별시 마포구 서교동 377-20
1000,성산왕갈비,생돼지갈비,서울특별시 마포구 성산2동 450
1001,이심,커피전문점,서울특별시 마포구 연남동 227-5
1002,부띠끄블루밍,이탈리아식,서울특별시 강남구 신사동 623-4
1003,정식바,와인바,서울특별시 강남구 청담동 83-24
1004,미로식당,모던한식,서울특별시 마포구 창전동 6-99
1005,카덴,이자카야,서울특별시 서대문구 연희동 81-1
1006,테라로사(광화문점),커피전문점 #커피 #카페,서울특별시 종로구 중학동 19
1007,스시이끼,스시,서울특별시 종로구 중학동 19
1008,몽고네,이탈리아식,서울특별시 서대문구 연희동 192-29
1009,콩두,모던한식,서울특별시 중구 정동 1-54
1010,JW＇s그릴,스테이크,서울특별시 서초구 반포동 19-3
1011,라뒤레,마카롱,서울특별시 서초구 반포동 19-3
1012,갓포난우,이자카야,서울특별시 강남구 청담동 22-14
1013,나무,퓨전일식,서울특별시 광진구 광장동 21
1014,다담,모던한식,서울특별시 강남구 청담동 97-1
1015,더가든,이탈리아식,서울특별시 강남구 역삼동 60
1016,더반프라임스테이크하우스,스테이크,서울특별시 강남구 청담동 83-12
1017,디저트리,디저트카페,서울특별시 강남구 신사동 653-7
1018,바우고개,한정식,서울특별시 서초구 반포동 745-10
1019,붓처스컷,스테이크,서울특별시 용산구 한남동 683-134
1020,브레드랩,베이커리,서울특별시 영등포구 여의도동 13-25
1021,스바루,소바,서울특별시 서초구 방배본동 18-23
1022,알레그리아,커피전문점,서울특별시 서초구 서초동 1344-13
1023,예당,퓨전한식,서울특별시 강남구 신사동 628-20
1024,오룸다이닝,유럽식,서울특별시 강남구 청담동 22-13
1025,올드크로와상팩토리,패스트리,서울특별시 마포구 서교동 327-44
1026,취홍,일반중식,서울특별시 강남구 역삼동 602
1027,키친,미국식,서울특별시 광진구 광장동 21
1028,뱀부하우스,소고기구이,서울특별시 강남구 역삼동 658-10
1029,필경재,한정식,서울특별시 강남구 수서동 739-1
1030,프로간장게장,게장,서울특별시 서초구 잠원동 27-1
1031,곰바위,곱창,서울특별시 강남구 삼성1동 76-10
1032,그란구스또,이탈리아식,서울특별시 강남구 대치동 962-11
1033,삼청각한식당,한정식,서울특별시 성북구 성북동 330-115
1034,보나세라,이탈리아식,서울특별시 강남구 신사동 650-1
1035,비원떡집,떡,서울특별시 종로구 수송동 25-2
1036,워킹온더클라우드,유럽식,서울특별시 영등포구 여의도동 60
1037,팔레드고몽,프랑스식,서울특별시 강남구 청담동 118-10
1038,버드나무집,소고기구이,서울특별시 서초구 서초동 1340-5
1039,나폴레옹,베이커리,서울특별시 성북구 성북동1가 35-5
1040,시즌즈,프랑스식,서울특별시 중구 남대문로5가 395
1041,주빈커피,커피전문점 #커피 #카페,서울특별시 영등포구 여의도동 36
1042,을지면옥,냉면,서울특별시 중구 입정동 161
1043,라미띠에,프랑스식,서울특별시 강남구 신사동 628-16
1044,원강,소고기구이,서울특별시 강남구 논현동 122-18
1045,백리향,일반중식,서울특별시 영등포구 여의도동 60
1046,하카다분코,라멘,서울특별시 마포구 상수동 93-28
1047,테이블34,프랑스식,서울특별시 강남구 삼성동 159-8
1048,순라길,홍어,서울특별시 종로구 권농동 148 서순라길 141
1049,싱카이,일반중식,서울특별시 중구 태평로1가 84
1050,필동면옥,냉면,서울특별시 중구 필동3가 1-5
1051,슈치쿠,일식,서울특별시 영등포구 여의도동 60
1052,미피아체,이탈리아식,서울특별시 강남구 청담동 97-22
1053,석파랑,한정식,서울특별시 종로구 홍지동 125
1054,하동관,곰탕,서울특별시 중구 명동1가 10-4
1055,우래옥,냉면,서울특별 중구 주교동 118-1 창경궁로 62-29
1056,스시효,일식,서울특별시 강남구 청담동 21-16
1057,대도식당,소고기구이,서울특별시 성동구 홍익동 431
1058,한일관,일반한식,서울특별시 강남구 신사동 619-4
1059,두레,한정식,서울특별시 종로구 인사동 8-7
1060,평양면옥(논현점),냉면,서울특별시 강남구 논현동 66-2
1061,해남천일관,한정식,서울특별시 강남구 역삼동 636-13
1062,콘티넨탈,프랑스식,서울특별시 중구 장충동2가 202
1063,라세느,뷔페,서울특별시 중구 소공동 1
1064,팔선,일반중식,서울특별시 중구 장충동2가 202 동호로 249
1065,무라사키,가이세키,서울특별시 중구 태평로2가 23
1066,무궁화,한정식,서울특별시 중구 소공동 1
1067,아리아께,일식,서울특별시 중구 장충동2가
1068,금룡,광동식중식,서울특별시 광진구 광장동 산21
1069,명월관,소갈비,서울특별시 광진구 광장동 21
1070,모모야마,일식,서울특별시 중구 소공동 1
1071,삼원가든,소갈비,서울특별시 강남구 신사동 623-5
1072,소호정,칼국수,서울특별시 서초구 양재2동 392-11
1073,평안도만두집,만두,서울특별시 종로구 내수동 167
1074,카카오봄,초콜릿,서울특별시 마포구 서교동 337-16
1075,서북면옥,냉면,서울특별시 광진구 구의동 80-47
1076,라싸브어,프랑스식,서울특별시 서초구 반포동 90-10
1077,비스테까,이탈리아식,서울특별시 용산구 이태원2동 211-33
1078,벽제갈비,소갈비,서울특별시 송파구 방이동 205-8
1079,리스토란테 에오,이탈리아식,서울특별시 강남구 청담동 96-22
1080,우래옥(대치점),냉면,서울특별시 강남구 대치동 983-13
1081,양미옥,양곱창,서울특별시 중구 을지로3가 161
1082,산하,만둣국 #만두국 #만두,서울특별시 영등포구 여의도동 44-14
1083,몰타참치,참치,서울특별시 강남구 대치동 891-46
1084,미카야,케이크,서울특별시 마포구 서교동 446-59
1085,봉피양 방이점,돼지갈비,서울특별시 송파구 방이동 205-8
1086,목란,일반중식,서울특별시 서대문구 연희동 132-28
1087,아카사카,일식,서울특별시 용산구 한남동 747-7
1088,외고집설렁탕,설렁탕,서울특별시 강남구 대치4동 923-22
1089,쟈니덤플링,중국만두,서울특별시 용산구 이태원동 130-3
1090,김영모과자점(도곡점),베이커리,서울특별시 강남구 도곡동 467-19
1091,줄라이,프랑스식,서울특별시 서초구 반포동 577-20
1092,뚜또베네,이탈리아식,서울특별시 강남구 청담동 118-9
1093,투스카니,이탈리아식,서울특별시 중구 태평로2가 23
1094,오월의종,베이커리,서울특별시 용산구 한남동 737-2
1095,역전회관,소불고기,서울특별시 마포구 염리동 173-21
1096,품 서울,모던한식,서울특별시 용산구 후암동 358-17
1097,와라쿠,일식꼬치,서울특별시 강남구 신사동 525-16
1098,르쁘띠푸,디저트카페,서울특별시 마포구 상수동 86-37
1099,더파크뷰,뷔페,서울특별시 중구 장충동2가 202
1100,커피투어,커피전문점 #카페 #커피,서울특별시 종로구 내수동 110-34
1101,시추안하우스,사천식중식,서울특별시 강남구 삼성동 154-11
1102,비스트로드욘트빌,프랑스식,서울특별시 강남구 청담동 83-6
1103,엘본 더테이블,이탈리아식,서울특별시 강남구 신사동 530-5
1104,정식당,뉴코리안,서울특별시 강남구 청담동 83-24
1105,레스쁘아뒤이부,프랑스식,서울특별시 강남구 청담동 90-20
1106,메종드조에,베이커리,서울특별시 강남구 청담동 50-7
1107,발우공양,사찰요리,서울특별시 종로구 견지동 71
1108,대성집,도가니탕,서울특별시 종로구 행촌동 209-36
1109,루이쌍끄,프렌치펍,서울특별시 강남구 신사동 657
1110,오뗄두스,베이커리,서울특별시 서초구 반포동 93-5
1111,듀자미,디저트카페,서울특별시 강남구 신사동 535-9
1112,파올로데마리아,이탈리아식,서울특별시 용산구 한남동 657-115
1113,합,떡,서울특별시 강남구 청담동 93-3
1114,도원,일반중식,서울특별시 중구 태평로2가 23
1115,평양면옥,냉면,서울특별시 중구 장충동1가 26-14
1116,오젠,일식,서울특별시 강남구 삼성동 114-40
1117,피에르가니에르서울,프랑스식,서울특별시 중구 소공동 1
1118,수마린,프랑스식,서울특별시 용산구 한남동 31-3
1119,파이브익스트랙츠,커피전문점 #커피 #카페,서울특별시 용산구 한남동 736-10
1120,스시만,스시,서울특별시 서초구 방배동 1-3
1121,도림,일반중식,서울특별시 중구 소공동 1
1122,투뿔등심,소고기구이,서울특별시 강남구 논현동 96-14
1123,늘푸른정육식당,소고기구이,서울특별시 강남구 논현동 145-14
1124,스시조,일식,서울특별시 중구 소공동 87
1125,참나무숯불에닭이만나는순간(희래),닭갈비,서울특별시 서초구 양재동 368
1126,카사델비노,와인바,서울특별시 강남구 청담동 141-13
1127,삐아프,초콜릿,서울특별시 강남구 신사동 523-31
1128,엘카페,커피전문점 #커피 #카페,서울특별시 영등포구 양평동5가 2-1
1129,테일러커피,커피전문점 #커피 #카페,서울특별시 마포구 서교동 329-15
1130,스시타츠,스시,서울특별시 강남구 논현동 8-6
1131,보헤미안,커피전문점 #커피 #카페,서울특별시 성북구 안암동5가 15-85
1132,진미식당,게장,서울특별시 마포구 공덕동 105-127
1133,수정궁,일반중식,서울특별시 도봉구 방학3동 669-3
1134,갯바위,생태,서울특별시 관악구 봉천동 876-19
1135,성민양꼬치,양꼬치,서울특별시 관악구 봉천동 1602-37
1136,스시초희,일식,서울특별시 강남구 신사동 650-6
1137,스위츠플래닛,케이크,서울특별시 강남구 논현동 118-1
1138,구스테이크528,스테이크,서울특별시 강남구 신사동 528-3
1139,기꾸,스시,서울특별시 용산구 이촌동 301-160
1140,송강,장어,서울특별시 서초구 방배3동 1002-1
1141,슈밍화미코,퓨전일식,서울특별시 강남구 청담동 122-7
1142,랩트웬티포,프랑스식,서울특별시 강남구 청담동 89-5
1143,커피템플,커피전문점 #커피 #카페,서울특별시 마포구 상암동 1605
1144,스파카나폴리,피자,서울특별시 마포구 합정동 413-2
1145,마루심,일식장어,서울특별시 서초구 반포동 54-10
1146,펠앤콜,아이스크림,서울특별시 마포구 상수동 310-11
1147,따뚱,북경오리,서울특별시 서초구 잠원동 6-1
1148,류니끄,프랑스식,서울특별시 강남구 신사동 520-1
1149,테이블포포,이탈리아식,서울특별시 서초구 반포4동 110-1
1150,그린테이블,프랑스식,서울특별시 서초구 방배동 797-9
1151,나인스게이트그릴,프랑스식,서울특별시 중구 소공동 87
1152,패스트리부띠끄,베이커리,서울특별시 중구 장충동2가 202
1153,서궁,일반중식,서울특별시 서초구 반포4동 63-1
1154,뀌쏭82,프랑스식,서울특별시 강남구 도곡2동 453-16
1155,더담,퓨전한식,서울특별시 마포구 서교동 328-26
1156,툭툭누들타이,타이식,서울특별시 마포구 연남동 223-15
1157,J.S.가든,일반중식,서울특별시 강남구 논현동 92
1158,이치에,일식주점,서울특별시 강남구 신사동 656-7
1159,파로그랜드,일반중식,서울특별시 중구 수하동 67
1160,태번38,뉴아메리칸,서울특별시 서초구 서초동 1515-5
1161,커피리브레,커피전문점 #커피 #카페,서울특별시 마포구 연남동 227-15
1162,젤라띠젤라띠,아이스크림,서울특별시 마포구 서교동 407-8
1163,파씨오네,프랑스식,서울특별시 강남구 신사동 646-23
1164,비채나,모던한식,서울특별시 용산구 한남동 740-1
1165,이요이요스시,스시,서울특별시 마포구 공덕동 469
1166,그릴데미그라스,경양식,서울특별시 종로구 팔판동 128
1167,청키면가(무교점),완탕,서울특별시 중구 다동 58-1
1168,스시선수,스시,서울특별시 강남구 신사동 651-16
1169,파이브브루잉커피,커피전문점 #커피 #카페,서울특별시 마포구 서교동 405-10
1170,커피몽타주,커피전문점 #커피 #카페,서울특별시 강동구 성내동 555-5
1171,톡톡,이탈리아식,서울특별시 강남구 신사동 656-6
1172,갓포아키,갓포요리,서울특별시 강남구 신사동 647-2
1173,홀드미커피,커피전문점 #커피 #카페,서울특별시 종로구 도렴동 60
1174,제로컴플렉스,프랑스식,서울특별 중구 퇴계로6가길 30 남창동 194
1175,헬카페 로스터즈,커피전문점,서울특별시 용산구 보광동 238-43
1176,수엔190,일반중식,서울특별시 중구 필동1가 30-1
1177,두가헌,유럽식,서울특별시 종로구 사간동 109
1178,나무사이로,커피전문점,서울특별시 종로구 내자동 196
1179,그린마일커피,커피전문점,서울특별시 강남구 논현2동 242-40
1180,로리스더프라임립,스테이크,서울특별시 서초구 서초동 1317-23
1181,밀갸또,디저트카페,서울특별시 서초구 서초동 1668-16
1182,이파리,한식주점,서울특별시 서대문구 연희동 193-16
1183,스와니예,퓨전프랑스식,서울특별시 서초구 반포동 549-17
1184,스시코우지,스시,서울특별시 강남구 청담동 1-1
1185,스타쉐프바이김후남,퓨전,서울특별시 송파구 방이동 183-6
1186,정인면옥,냉면,서울특별시 영등포구 여의도동 13-1
1187,리틀앤머치,디저트카페,서울특별시 강남구 삼성동 10-8
1188,부자피자 1호점,피자,서울특별시 용산구 한남동 743-33
1189,밍글스,뉴코리안,서울특별시 강남구 논현동 94-9
1190,화해당,게장,서울특별시 영등포구 여의도동 13-21
1191,프릳츠,커피전문점 #커피 #카페,서울특별시 마포구 도화동 179-9
1192,토속촌삼계탕,삼계탕,서울특별시 종로구 체부동 85-1
1193,브레드랩(연남점),베이커리,서울특별시 마포구 연남동 229-67
1194,다이닝인스페이스,프랑스식,서울특별시 종로구 원서동 219
1195,꺄브뒤꼬숑,프랑스식,서울특별시 강남구 신사동 651-9
